	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000258945	-0.718945871011613	-1.09270974227983	-2.10866218060425	0.0481126717066401	0.20694599601545	-4.60042371224144
ENSG00000269318	-0.209067285499617	2.13144432116691	-2.1085745927944	0.0481210753215823	0.206951334292437	-4.60057877573697
ENSG00000168333	1.14016413341891	-2.92079396252535	2.10850679054703	0.0481275815226492	0.206951334292437	-4.60069880856671
ENSG00000111481	-0.149500164300686	5.49446587654163	-2.10833501661575	0.0481440682539618	0.206992834132929	-4.60100289557932
ENSG00000067248	-0.207174569729437	4.12822364230323	-2.10796839982507	0.048179272957811	0.207114787682492	-4.60165185642071
ENSG00000024862	-0.440824858034088	4.81024208629844	-2.10757738170445	0.0482168465027583	0.207246888424418	-4.60234393354542
ENSG00000258670	3.82138195028116	-7.42672898738937	2.10740789276094	0.0482331412006776	0.207287503363287	-4.60264389335517
ENSG00000267452	-1.0085950151634	-2.78198531326665	-2.10730538949777	0.0482429983019199	0.207300444384906	-4.60282529530759
ENSG00000256540	0.752133086434526	-0.64230495723989	2.10720540393863	0.0482526150480673	0.207312349073571	-4.60300223634409
ENSG00000060140	-0.974072421799165	0.573986232910178	-2.10700922211738	0.0482714891235139	0.207364017896031	-4.60334939745095
ENSG00000148120	-0.316444079643382	4.36935599952586	-2.10674575933099	0.0482968466159654	0.207443519486248	-4.60381558654934
ENSG00000248367	0.375955867018495	0.040592009456306	2.10645641664673	0.0483247088614913	0.207533755358788	-4.60432752752088
ENSG00000203897	1.93232421150528	-4.29412053082736	2.1063422240827	0.0483357090346034	0.207551560589453	-4.60452955912999
ENSG00000112782	0.670633601749682	2.50830913817407	2.10539738700381	0.0484268122089255	0.207909608407981	-4.60620092092448
ENSG00000130055	0.663878409634273	2.833659825283	2.10532106409118	0.048434178203919	0.207909608407981	-4.60633591133727
ENSG00000135932	-0.294713646972057	6.00866624469475	-2.10526394859207	0.0484396911369606	0.207909608407981	-4.60643692808855
ENSG00000255974	0.6458136030441	-1.51131977565999	2.10489729269324	0.0484750952221297	0.207969683025647	-4.60708536970723
ENSG00000268423	2.01120711863128	-4.90202331992413	2.1048398593128	0.0484806430776108	0.207969683025647	-4.6071869359396
ENSG00000259457	-0.752658927374842	-3.46937596689822	-2.10479637784011	0.048484843611767	0.207969683025647	-4.60726382821724
ENSG00000276850	1.89762754774006	-4.67651659994098	2.10477346555597	0.0484870571888966	0.207969683025647	-4.60730434571354
ENSG00000227038	2.92421987401782	-3.95523579621132	2.10472835600827	0.0484914155316353	0.207969683025647	-4.60738411547936
ENSG00000263429	0.977345156094171	-2.35312442943237	2.10458880440952	0.0485049008135209	0.207969683025647	-4.60763088572639
ENSG00000250740	0.97017170594669	-4.05720491394416	2.10446521913558	0.0485168460558743	0.207969683025647	-4.6078494140807
ENSG00000108883	-0.188518357414234	5.04133372216964	-2.10445498685823	0.0485178351848787	0.207969683025647	-4.60786750683871
ENSG00000177692	-0.452145660361009	1.10011180745016	-2.1044242877351	0.0485208029028713	0.207969683025647	-4.607921788835
ENSG00000226762	3.51877184491301	-5.71534019460556	2.10439028815309	0.0485240898715641	0.207969683025647	-4.60798190610631
ENSG00000101997	-0.173247265945912	3.43301731461869	-2.10433542748092	0.0485293940472981	0.207969683025647	-4.60807890819714
ENSG00000133895	-0.249624392986719	4.45994498772009	-2.10426603996028	0.0485361034953352	0.207969683025647	-4.60820159373024
ENSG00000187323	-0.634036267842041	3.65594204747482	-2.10406078625268	0.0485559554812309	0.208003810372733	-4.60856449237078
ENSG00000233870	1.06064082131537	-2.62147264608749	2.10403587810999	0.0485583650781226	0.208003810372733	-4.60860852969055
ENSG00000165300	-0.518757203985424	4.54299920686613	-2.10397065203565	0.0485646755171633	0.208003810372733	-4.60872384712717
ENSG00000087274	-0.202992161616282	7.75760868721001	-2.10376110481933	0.0485849536421595	0.208061233381167	-4.60909430426488
ENSG00000074706	1.05848095609572	2.58635439757044	2.103141401984	0.0486449678382017	0.208288782679382	-4.61018973827137
ENSG00000165264	-0.245188729578354	4.88388729677926	-2.10298952075944	0.0486596867792649	0.208322349125254	-4.61045818442346
ENSG00000244198	0.670656858247268	-1.02181879196265	2.10234858007536	0.0487218452892127	0.208558976138344	-4.61159089746818
ENSG00000188778	-2.85376104186394	-4.45752329328008	-2.10219116890388	0.0487371220287706	0.208594882283138	-4.61186905204498
ENSG00000198223	0.793118324702153	1.63302269675118	2.10206285234572	0.0487495783448126	0.208618708572537	-4.61209578516227
ENSG00000112167	-0.246309483091472	3.0228456977279	-2.10193259381228	0.0487622261237537	0.208643347358116	-4.61232594088909
ENSG00000100321	-0.59549575693628	7.58565199973395	-2.10185822428483	0.0487694485507356	0.208644768517212	-4.61245734151721
ENSG00000253248	-4.16089581471407	-9.27804727526666	-2.10160294753579	0.0487942472192388	0.208721373081759	-4.61290835802818
ENSG00000236031	-0.474676425970606	-1.46834381277126	-2.10136191122627	0.0488176729810818	0.208792084115839	-4.61333418353007
ENSG00000156218	-0.557914023236787	1.47786599430016	-2.10127909672084	0.048825723879435	0.208797026520713	-4.61348048029987
ENSG00000179148	0.781341021727042	-0.684130205481739	2.10112936520977	0.0488402832332131	0.208801875556542	-4.61374498082682
ENSG00000186166	0.432279398775267	4.65387838657111	2.10112560675518	0.0488406487423463	0.208801875556542	-4.61375161998088
ENSG00000273891	-0.446596563093531	-0.334806723509649	-2.10074292958869	0.048877876992719	0.208931534897872	-4.61442756453328
ENSG00000184205	0.50246959683008	7.74781763818679	2.10054148753139	0.048897484332013	0.208985846585418	-4.61478335229144
ENSG00000163510	-0.167283505908689	3.59892661276171	-2.10035761492444	0.048915387761574	0.209032861530937	-4.61510809023144
ENSG00000250486	0.417303838965164	1.3842172942338	2.10015617147643	0.0489350088465971	0.209087202325922	-4.61546383972021
ENSG00000198315	0.295578976597828	4.3272457266276	2.09941442275883	0.0490073183689442	0.209366620701185	-4.61677358568528
ENSG00000144591	-0.304228733221234	3.92948011420117	-2.09908077309003	0.0490398757741561	0.209476157189621	-4.61736263482742
ENSG00000264016	0.502400404327237	-0.787271792934247	2.09878473234134	0.0490687796924599	0.209570058937571	-4.61788523752745
ENSG00000157368	-0.688038273652906	4.05410386285993	-2.09870183770989	0.0490768758647238	0.209575077994599	-4.61803156372181
ENSG00000260233	-0.377613006832396	0.626708452780545	-2.0985675428809	0.0490899947675086	0.209601541392404	-4.61826861425064
ENSG00000124535	-0.247416344232716	5.19548633412952	-2.0982752245501	0.0491185615289848	0.209684853172808	-4.61878456722018
ENSG00000064655	0.515995459713245	2.35882933070987	2.09822400295644	0.0491235686985397	0.209684853172808	-4.61887497065812
ENSG00000197312	-0.341317987139705	4.24408948228007	-2.09815534779134	0.0491302808117657	0.209684853172808	-4.61899614127699
ENSG00000111816	-0.629632199228353	0.951032301150005	-2.09792113813484	0.0491531846997292	0.209753041980341	-4.61940948307626
ENSG00000187021	4.39875734265333	-7.55481885217585	2.09745194251553	0.0491990974411298	0.209902144046283	-4.62023745000011
ENSG00000233013	0.582049672623506	-0.828319437789222	2.09742240962289	0.0492019886542888	0.209902144046283	-4.62028956140297
ENSG00000226849	0.286341308739447	3.10100192548015	2.09723466868358	0.0492203717225782	0.2099218967412	-4.62062082346962
ENSG00000167483	0.671873406127744	-1.2717023804342	2.09723352530425	0.0492204836981118	0.2099218967412	-4.62062284086413
ENSG00000090470	-0.195644560851068	4.07276703857491	-2.09712001187255	0.0492316016515996	0.209939745051695	-4.62082312213236
ENSG00000093010	-0.343086342860964	5.94948907514733	-2.09691841528885	0.0492513524142248	0.209994396290501	-4.62117879919175
ENSG00000010704	-0.513226750398486	0.640910959958071	-2.09669978267151	0.0492727803241737	0.210056182035239	-4.6215645087845
ENSG00000250751	-0.494875334454697	-2.07098109018771	-2.09624200336898	0.0493176740065186	0.210217973900815	-4.62237203725864
ENSG00000260487	3.5343323854537	-5.68106015268286	2.09614104125843	0.0493275801750846	0.210230605950983	-4.62255012085895
ENSG00000167972	-0.376067597678872	6.55737801798645	-2.09597291732805	0.0493440800981118	0.210270885262984	-4.62284665698557
ENSG00000231394	2.00142706150917	-4.3558094135399	2.09590324696109	0.0493509191098057	0.210270885262984	-4.62296953686288
ENSG00000074410	0.772642881614855	2.59200069215962	2.09564301842925	0.0493764713506589	0.210310257145759	-4.62342848774337
ENSG00000258824	-0.267088203323931	0.91341419252094	-2.09561942549731	0.0493787885682845	0.210310257145759	-4.62347009554967
ENSG00000261512	-0.416750699543921	0.910981931192759	-2.09559695517997	0.0493809956179236	0.210310257145759	-4.62350972327321
ENSG00000279453	-0.348814942272059	4.53708936619423	-2.09507033511438	0.0494327461373432	0.210473483554506	-4.62443837256268
ENSG00000170145	0.286683091110288	5.35810427597074	2.09505115621211	0.0494346317571947	0.210473483554506	-4.62447219015539
ENSG00000174529	-0.358531891016823	1.60402755278452	-2.09499479595803	0.0494401733272745	0.210473483554506	-4.62457156740831
ENSG00000242349	0.323377602214877	1.9059316838181	2.09483973855243	0.0494554221017287	0.210508804703746	-4.6248449638441
ENSG00000238243	1.27141625873508	-0.816179998049427	2.09472070619508	0.04946713095772	0.210513019480752	-4.62505483250626
ENSG00000110427	-0.622215431103315	5.06842205010509	-2.09468832879905	0.0494703162585461	0.210513019480752	-4.62511191654029
ENSG00000272911	3.14731813071248	-5.53903964170258	2.09442598421068	0.0494961326596614	0.21057852510596	-4.62557443144321
ENSG00000106246	-0.180127806247292	4.64450781396129	-2.09439057285119	0.0494996182987425	0.21057852510596	-4.62563685908131
ENSG00000265511	0.633171752195769	-0.817014450949175	2.09399810337401	0.0495382650262055	0.210671917784628	-4.62632870984679
ENSG00000253525	-1.42454277381419	-1.93152707320295	-2.09399807036945	0.0495382682773325	0.210671917784628	-4.62632876802429
ENSG00000274828	0.325433800407604	2.33952500456636	2.09383455185278	0.0495543781014232	0.210671917784628	-4.62661699683437
ENSG00000150667	0.770495772789504	0.10801046106356	2.0938150858173	0.0495562962082172	0.210671917784628	-4.6266513080482
ENSG00000225684	-0.785588555617919	2.13673626216543	-2.09380603704548	0.0495571878615531	0.210671917784628	-4.62666725752195
ENSG00000262115	0.457238115600212	-1.72550468272113	2.09374386068067	0.0495633150258475	0.210671917784628	-4.6267768491614
ENSG00000239672	-0.418571977082479	5.67226347359	-2.09336381379914	0.0496007815977501	0.210801581412136	-4.62744667293479
ENSG00000262560	0.236360952269801	2.70934286647441	2.09306350903843	0.0496304049693549	0.210897879999584	-4.6279758992327
ENSG00000247595	0.427294697277668	0.0893589376248405	2.09274019684788	0.0496623157680622	0.211003870320288	-4.62854561831614
ENSG00000225648	0.295313189193253	4.02243342794041	2.09245578856633	0.049690402093978	0.211093583867529	-4.62904673796729
ENSG00000262228	0.935584668354498	-2.33042964639061	2.0923551458415	0.0497003443579726	0.211106203886066	-4.62922405749037
ENSG00000229212	-0.383953965619928	0.192033355632374	-2.09220189762339	0.0497154868509383	0.211140905656839	-4.62949405085841
ENSG00000149187	-0.277880541894652	6.16904725794564	-2.09201062650655	0.0497343922448887	0.211146420519861	-4.62983101575236
ENSG00000157916	-0.153851068788809	6.15556822986265	-2.09190968575184	0.049744371930608	0.211146420519861	-4.63000883665454
ENSG00000279690	1.1912094854393	-0.604693520987746	2.09189009291335	0.049746309220842	0.211146420519861	-4.63004335148795
ENSG00000205456	2.59310957189715	-1.88558470731895	2.09186262036435	0.0497490257517132	0.211146420519861	-4.63009174691413
ENSG00000196839	-0.654545374055294	1.96337509547256	-2.09183608344796	0.0497516498929761	0.211146420519861	-4.63013849375918
ENSG00000100403	-0.317022590712123	6.83324860302974	-2.09174649020887	0.0497605103737494	0.21115443030094	-4.63029631648298
ENSG00000180957	-0.215367173777959	5.30077063172063	-2.09153178948383	0.0497817493825182	0.211191180826461	-4.63067450471771
ENSG00000148335	-0.185919124612123	4.17793335297787	-2.09136371827903	0.0497983813385383	0.211191180826461	-4.63097053961808
ENSG00000168461	0.369256912866555	6.89386531194154	2.09129569215102	0.0498051144815643	0.211191180826461	-4.6310903542867
ENSG00000244357	1.14754278277331	-3.82399190250919	2.09125601474468	0.049809042082589	0.211191180826461	-4.63116023712019
ENSG00000255182	-0.365976570434393	4.51831820680266	-2.09119118845958	0.0498154597318412	0.211191180826461	-4.63127441226334
ENSG00000136560	0.245588311133114	3.97400598846855	2.0911750842145	0.0498170541299608	0.211191180826461	-4.63130277548338
ENSG00000198910	0.708455795899543	6.42631892227303	2.09116561516518	0.0498179916331499	0.211191180826461	-4.63131945255821
ENSG00000189060	0.268067725468133	6.25499765411426	2.09073757796186	0.0498603870105566	0.21134131845838	-4.63207327062176
ENSG00000035862	0.382796850047538	7.8446767233074	2.09064510896967	0.0498695499762075	0.211350572824288	-4.63223610543541
ENSG00000066248	-0.61202694595565	4.70320774327934	-2.09044834929756	0.0498890524091978	0.211375209505317	-4.6325825776359
ENSG00000260634	0.532252694237283	-0.0900272833251719	2.09041287411145	0.0498925693732427	0.211375209505317	-4.63264504337218
ENSG00000165566	-0.579237950872598	6.86722440292053	-2.09018245691002	0.0499154180896699	0.211375209505317	-4.63305075248301
ENSG00000105197	-0.213991534685865	5.02572796782461	-2.09018186970013	0.0499154763308707	0.211375209505317	-4.63305178638214
ENSG00000143452	2.39311367947614	-5.28822002077829	2.0901234560752	0.0499212702726039	0.211375209505317	-4.63315463421159
ENSG00000106144	0.331310419638607	3.34190224169802	2.09009535504056	0.0499240577798328	0.211375209505317	-4.63320411056091
ENSG00000271425	-0.344993806920229	2.65978227495071	-2.08999458209341	0.0499340551987684	0.211375209505317	-4.63338153396232
ENSG00000170498	2.35371956251647	-3.19684167799037	2.08995903738601	0.0499375819271611	0.211375209505317	-4.63344411359409
ENSG00000222937	1.10720621047713	-4.46600498618384	2.0899529365415	0.0499381872725815	0.211375209505317	-4.63345485460859
ENSG00000131747	-0.733042017469359	-2.54925335039833	-2.08977670032855	0.0499556768588122	0.211419685669	-4.63376512377404
ENSG00000168434	0.262180797981269	4.31829737612324	2.08958935967003	0.049974274512055	0.21146883824756	-4.6340949246579
ENSG00000143878	0.383285077595501	8.01395203918134	2.08926474665322	0.050006514255785	0.211575696266512	-4.63466634057589
ENSG00000196600	-3.36609518180383	-5.92827619420558	-2.08896623520845	0.0500361782405221	0.211667609633031	-4.6351917607744
ENSG00000054938	2.26116283510859	-2.5781283254345	2.08886499056547	0.0500462428363388	0.211667609633031	-4.635369954235
ENSG00000151233	0.240178652520898	3.03309569476504	2.08883516023523	0.0500492085787293	0.211667609633031	-4.63542245543394
ENSG00000266202	-0.433033316047044	2.19538310795389	-2.08866516535249	0.0500661125630341	0.211709531423158	-4.63572163640978
ENSG00000130517	-0.29724703642789	5.32463868768601	-2.08831930462227	0.0501005202515597	0.211825447324417	-4.6363302837478
ENSG00000269514	0.897130093894088	-1.54342536682985	2.08805823575617	0.0501265066324141	0.211905730467141	-4.63678967207003
ENSG00000230555	-0.549339743235812	-0.180966195526617	-2.08772292190448	0.0501599011025364	0.212017303920422	-4.63737965226723
ENSG00000225362	0.944008596927447	-2.76321151547629	2.08748227973728	0.05018387944486	0.212052117309117	-4.63780302225284
ENSG00000107731	-0.475195565215046	5.17341193887472	-2.08747672911642	0.0501844326483179	0.212052117309117	-4.63781278728825
ENSG00000161010	0.162959094784945	6.95084808280051	2.08742944123035	0.0501891458259121	0.212052117309117	-4.63789597874091
ENSG00000232192	3.79696518156417	-9.28974233311646	2.08733619498706	0.0501984408386406	0.212061800646607	-4.63806001919897
ENSG00000213859	0.389319056133589	2.45164213516199	2.08660903457865	0.0502709793155525	0.212325606108391	-4.63933909492883
ENSG00000248738	-3.97755168831175	-3.40196581644404	-2.08652123684721	0.0502797440518248	0.212325606108391	-4.6394935122703
ENSG00000228594	0.469084024489303	4.61921704612536	2.08649940847675	0.0502819233645941	0.212325606108391	-4.6395319030495
ENSG00000143549	-0.194801139301301	6.74979462086608	-2.08641105851165	0.0502907449681003	0.212333247124797	-4.63968728651056
ENSG00000092208	-0.207076493268064	2.18141998027376	-2.08621049432799	0.0503107761712153	0.212388207617534	-4.64004000879682
ENSG00000231609	-0.400460020812585	2.75834765810669	-2.08588991961958	0.050342808301969	0.212493807944232	-4.64060374340866
ENSG00000205976	2.69225453928102	-5.76979094587466	2.08579024747284	0.0503527713907332	0.212506239788543	-4.64077900702627
ENSG00000248360	0.543025029672107	-1.40263309829978	2.08555887205725	0.0503759062192248	0.212534653048511	-4.64118583753712
ENSG00000274554	0.670733964864177	-3.52370911262745	2.08552921238384	0.0503788725327753	0.212534653048511	-4.64123798648986
ENSG00000224413	3.83581114697151	-8.52289106112867	2.08547687905679	0.0503841068610446	0.212534653048511	-4.64133000012902
ENSG00000119471	0.391330170586668	5.20880556463308	2.08539364428245	0.0503924329336053	0.212534653048511	-4.64147634240258
ENSG00000075826	0.494200166764268	4.84609807845385	2.08536418036824	0.0503953805414049	0.212534653048511	-4.64152814458517
ENSG00000234567	-4.04347767500934	-7.44806370148572	-2.08523657137575	0.0504081485062974	0.212534653048511	-4.64175249589941
ENSG00000184669	-0.773046505115261	-0.407748270972818	-2.08523170912756	0.0504086350581026	0.212534653048511	-4.6417610441214
ENSG00000180198	-0.214749350895023	2.1671549378256	-2.08364823435796	0.0505673147795326	0.213174002344289	-4.6445442531079
ENSG00000256594	0.346099922759181	0.26269018420381	2.08341607946686	0.0505906168481924	0.213209149304879	-4.64495219053284
ENSG00000185008	-0.661568405714169	3.55628049522397	-2.08334296897644	0.0505979571699363	0.213209149304879	-4.64508065274529
ENSG00000015592	-0.475525152805342	6.7159604432827	-2.08333852111068	0.0505984037684195	0.213209149304879	-4.64508846798471
ENSG00000166128	-0.29536253004755	4.74695886798955	-2.08324919087357	0.0506073739356873	0.213209149304879	-4.64524542580305
ENSG00000186222	-0.278957947466599	2.28411203466058	-2.08319629048112	0.0506126866477561	0.213209149304879	-4.64533837251585
ENSG00000132005	0.385734079422657	3.37714631397903	2.08307194185649	0.0506251767882656	0.213209149304879	-4.64555684890234
ENSG00000071242	0.368254737329106	6.4996484339104	2.08302934532546	0.050629456017105	0.213209149304879	-4.64563168770015
ENSG00000187486	-0.509647036607368	2.79393414656211	-2.08300422042097	0.0506319802071063	0.213209149304879	-4.64567582975522
ENSG00000234026	-0.817060332890863	-4.13558357379634	-2.08281734682744	0.0506507581505163	0.213253341900535	-4.64600413828122
ENSG00000186603	0.588818340475003	0.281983015970689	2.08275962252459	0.0506565598325863	0.213253341900535	-4.64610554736917
ENSG00000227533	-0.430871749278949	0.213931178601385	-2.08227153055083	0.0507056403578564	0.213414811882572	-4.64696294846962
ENSG00000273148	0.323937128559843	0.681543238952531	2.08217554994067	0.0507152968232101	0.213414811882572	-4.64713153681517
ENSG00000188467	0.200880366659063	3.51905581006083	2.08216797374972	0.0507160591231132	0.213414811882572	-4.64714484406031
ENSG00000048162	-0.195625364453859	4.09228141364303	-2.08189627788474	0.0507434034092179	0.213476539484418	-4.64762204571666
ENSG00000273443	1.13075053530836	-3.46880088144717	2.08183936921403	0.0507491325537929	0.213476539484418	-4.64772199410197
ENSG00000167676	0.61387930394015	3.46102840948397	2.08181210350584	0.0507518776707614	0.213476539484418	-4.6477698801059
ENSG00000242028	0.246547976191661	4.68019626702036	2.08171299530145	0.0507618570337616	0.213488860116574	-4.64794393775949
ENSG00000254793	-3.26245716153648	-5.91966159538922	-2.08137735064611	0.0507956667868451	0.213601386748015	-4.64853337110764
ENSG00000177291	0.996743781822561	-3.01590113045157	2.08127483686216	0.0508059971331516	0.213613266275772	-4.64871338600732
ENSG00000162630	-0.667489734098265	3.60588018076607	-2.08118079303334	0.0508154756271085	0.213613266275772	-4.64887852269854
ENSG00000261485	-0.311558718505016	0.969139421077684	-2.08113933203247	0.0508196549073896	0.213613266275772	-4.6489513248403
ENSG00000132464	-1.1028648715089	-4.48045141873877	-2.080898204333	0.050843966795129	0.213685795770063	-4.64937470734672
ENSG00000186118	2.45830263387905	-4.23436242985485	2.08028012961442	0.0509063326058415	0.213918215048222	-4.6504598087323
ENSG00000163376	0.307814502821674	0.792879112685423	2.07999703791502	0.0509349205534005	0.213997629562416	-4.65095674103051
ENSG00000151572	-0.427304541719812	3.83399848527888	-2.07995303897405	0.0509393650766452	0.213997629562416	-4.65103397187809
ENSG00000234678	0.596305823433406	-1.79008734346768	2.07960268463125	0.0509747683748203	0.214116654342896	-4.65164890819501
ENSG00000270050	-0.336552429575759	0.125720700517777	-2.07903763355126	0.051031913560135	0.214292260310582	-4.65264053923654
ENSG00000263597	0.478432139172709	-2.22683918388938	2.07901250052818	0.0510344566748952	0.214292260310582	-4.65268464225233
ENSG00000266086	0.230178243273652	4.17695656165171	2.07897940885714	0.051037805269308	0.214292260310582	-4.65274271046025
ENSG00000187609	0.385678372046863	4.4693054670146	2.07849218214371	0.0510871314053187	0.214435498873602	-4.65359761290097
ENSG00000172771	1.11261417645769	2.17452495091286	2.07843541842215	0.0510928808801498	0.214435498873602	-4.65369720399456
ENSG00000248528	2.21738130386951	-3.83776834662048	2.07843261512549	0.0510931648351455	0.214435498873602	-4.65370212229184
ENSG00000244459	1.03507871490722	-3.53553896729294	2.07834876672661	0.0511016587692699	0.214441425885845	-4.65384922978098
ENSG00000272505	-0.545682437829323	2.71832346613191	-2.07808879852432	0.0511280019309856	0.214522242825575	-4.65430530617093
ENSG00000196150	0.268800439319168	2.80956762688569	2.07790816754513	0.0511463128876266	0.214555346512266	-4.65462217576341
ENSG00000144567	-0.314321898571917	6.72706473939256	-2.07783617049322	0.0511536130350082	0.214555346512266	-4.65474847083247
ENSG00000278921	-0.752371159666735	-1.07800488645341	-2.07775749503854	0.0511615914145743	0.214555346512266	-4.65488647779981
ENSG00000164543	0.258549599243462	3.16886424243968	2.0777314428267	0.0511642335842631	0.214555346512266	-4.65493217603722
ENSG00000155229	-0.246961859607481	5.34642650329079	-2.0776213330539	0.0511754020843564	0.214567294948262	-4.65512531582066
ENSG00000214514	3.59366702204202	-6.43275982325006	2.07756364172262	0.0511812546286879	0.214567294948262	-4.6552265076328
ENSG00000148950	-0.260872446450988	2.69254611351114	-2.07740582316135	0.0511972677474095	0.214588548323786	-4.65550331566312
ENSG00000284214	0.836710300354269	-1.44167124311471	2.07735884232141	0.0512020355487243	0.214588548323786	-4.65558571578986
ENSG00000171148	-0.237163943734448	5.94808717476051	-2.07725043775257	0.0512130384013996	0.214588548323786	-4.65577584307358
ENSG00000267769	-0.423179299875503	0.192945372744401	-2.07723435901336	0.0512146705437734	0.214588548323786	-4.6558040425237
ENSG00000136521	-0.331194857792783	5.55386483600377	-2.07649043784065	0.0512902368319427	0.214875437397352	-4.6571086066771
ENSG00000283051	1.91137876765644	-4.01671078546985	2.07592907340842	0.0513473258787873	0.215084849209512	-4.65809283823011
ENSG00000149531	-0.583825899599838	2.93213170199823	-2.07579466585793	0.0513610032181896	0.215112384294606	-4.65832846798173
ENSG00000258197	0.533218288577376	2.11083627163037	2.07535030103767	0.0514062452677211	0.215248838504927	-4.65910741497796
ENSG00000254648	0.765709230960538	-3.16223340536158	2.07528196188345	0.0514132062602577	0.215248838504927	-4.65922720040118
ENSG00000205867	0.814328307036724	0.228777706127381	2.0752652500132	0.051414908652493	0.215248838504927	-4.65925649272379
ENSG00000131351	0.281614759046216	0.776683680921687	2.07511332610553	0.0514303870551325	0.215283874815658	-4.6595227759035
ENSG00000136205	0.444163863548938	6.70538274928326	2.07502376707505	0.0514395135309726	0.215292316410695	-4.6596797438727
ENSG00000236017	0.276470949310692	3.27611296844893	2.07488728485962	0.0514534245037913	0.215292355406219	-4.65991894475784
ENSG00000100345	-0.518324697045313	6.82019488292041	-2.07488416553387	0.0514537424812526	0.215292355406219	-4.65992441162126
ENSG00000170919	0.363645838245024	4.76900651029571	2.0745001852843	0.0514928981549272	0.215420049908491	-4.66059732752658
ENSG00000196338	-0.285393549164596	5.65939509561108	-2.07444538146385	0.0514984888638938	0.215420049908491	-4.66069336345408
ENSG00000037241	-0.333060727769776	2.71611393060362	-2.07436160934906	0.0515070357770859	0.215426042868223	-4.66084015911449
ENSG00000101052	0.228188335722852	3.63154323731321	2.07427095634227	0.0515162861597268	0.215434975998161	-4.66099900808993
ENSG00000147649	-0.279140376022526	5.35429205430103	-2.07332510108284	0.0516128922036893	0.215809167194134	-4.66265614476384
ENSG00000275720	0.573625782334759	-0.309311774847163	2.07320651812012	0.051625015332674	0.21583005512753	-4.66286386820447
ENSG00000161281	-0.632856566201188	3.23368404062042	-2.07286967032757	0.0516594664065331	0.215944271432389	-4.66345388825102
ENSG00000224273	3.21147699194841	-5.39228730454142	2.07250718134278	0.0516965630882418	0.216065843569839	-4.66408875351916
ENSG00000165121	0.386771396464122	2.65005546403542	2.07244606200313	0.0517028203331148	0.216065843569839	-4.66419579136285
ENSG00000167604	0.664657238398388	1.73518983805867	2.07232900377041	0.0517148063682492	0.216086111720292	-4.66440078900138
ENSG00000236255	0.441414885322173	0.940407255451699	2.07208239409928	0.0517400658647368	0.216161828704483	-4.66483263898313
ENSG00000255120	-2.06872773996051	-4.95364406149563	-2.07198958788524	0.0517495746103455	0.21617172972491	-4.66499514796432
ENSG00000157741	0.279914722710475	4.76204386519843	2.07127261342676	0.0518230875518485	0.2164489536769	-4.66625045603697
ENSG00000259327	0.445047465251048	2.66611483547124	2.07087775622577	0.0518636133064628	0.216588342922769	-4.66694167075202
ENSG00000088320	1.03162981142909	-1.13251145627864	2.07074848830952	0.0518768867900125	0.21661314213301	-4.66716794175027
ENSG00000251537	0.463460245041513	1.67463958331716	2.07068060389377	0.051883858521539	0.21661314213301	-4.6672867632826
ENSG00000145431	-0.319213172940407	2.3365479705602	-2.07057586953318	0.0518946164003941	0.216628188478127	-4.6674700803057
ENSG00000148153	-0.275187465915741	4.15682883094109	-2.07024734248426	0.0519283743834521	0.216709784061224	-4.6680450646109
ENSG00000167244	0.564947917277276	3.37764504747859	2.07024635019947	0.0519284763762174	0.216709784061224	-4.66804680120899
ENSG00000228135	-0.908169373437535	-3.3881633137482	-2.0700176038187	0.0519519930711037	0.216778049081727	-4.66844711630419
ENSG00000168530	3.43536411692837	-3.95024083842155	2.06994707466577	0.0519592458873134	0.216778440991146	-4.66857053942805
ENSG00000181773	0.877519341284169	1.67814574344148	2.06985391622836	0.051968827169209	0.216788546013338	-4.66873355879149
ENSG00000197776	0.415298415985313	2.71346779987966	2.06973821949616	0.0519807287166129	0.216794567828559	-4.66893601179373
ENSG00000056972	0.377604596451897	3.37140071568517	2.06970069261421	0.0519845895777274	0.216794567828559	-4.66900167701835
ENSG00000279838	0.550248544948689	-1.92852160257454	2.06955465729907	0.0519996165229576	0.216827373716838	-4.6692572051114
ENSG00000069011	2.93759205806081	-4.23023951148583	2.06908872045928	0.052047587320035	0.216997520533936	-4.6700724107195
ENSG00000179253	3.00209649386969	-5.27873435459615	2.06853451670224	0.0521046976257079	0.217205719824348	-4.67104189725577
ENSG00000104760	-0.946658835248053	-1.2845012551817	-2.06834331872417	0.0521244135425419	0.217208701528675	-4.67137632789389
ENSG00000271811	0.592365657171388	-1.38744523187501	2.06832089509903	0.0521267262581396	0.217208701528675	-4.6714155485073
ENSG00000230979	-0.355887393765809	3.13907074220982	-2.06827920762999	0.0521310260433348	0.217208701528675	-4.67148846232241
ENSG00000231665	0.744551397891375	-2.54264498242889	2.06824935534904	0.0521341053039994	0.217208701528675	-4.67154067513118
ENSG00000005801	0.333264549231255	4.23754154586543	2.06792014944893	0.0521680737425895	0.217320324803873	-4.67211643748509
ENSG00000128245	-0.730599074082827	8.45519047882879	-2.06770498331622	0.052190285998243	0.217382950524456	-4.67249271940887
ENSG00000125656	-0.1886799424434	4.24472362669331	-2.06736064127715	0.0522258512117027	0.2174953431463	-4.67309485217101
